Province,Region,Island Group,Municipality/City,Geographic Level,Country
Negros Occidental,Negros Island Region (NIR),Visayas,Pontevedra,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Pulupandan,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Salvador Benedicto,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,San Enrique,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Toboso,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Valladolid,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Amlan,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Ayungon,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Bacong,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Basay,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Bindoy,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,City of Bais,Component_city,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,City of Bayawan,Component_city,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,City of Canlaon,Component_city,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,City of Dumaguete,Component_city,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,City of Guihulngan,Component_city,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,City of Tanjay,Component_city,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Dauin,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Jimalalud,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,La Libertad,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Mabinay,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Manjuyod,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Pamplona,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,San Jose,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Santa Catalina,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Siaton,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Sibulan,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Tayasan,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Valencia,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Vallehermoso,Municipality,Philippines
Negros Oriental,Negros Island Region (NIR),Visayas,Zamboanguita,Municipality,Philippines
Siquijor,Negros Island Region (NIR),Visayas,Enrique Villanueva,Municipality,Philippines
Siquijor,Negros Island Region (NIR),Visayas,Larena,Municipality,Philippines
Siquijor,Negros Island Region (NIR),Visayas,Lazi,Municipality,Philippines
Siquijor,Negros Island Region (NIR),Visayas,Maria,Municipality,Philippines
Siquijor,Negros Island Region (NIR),Visayas,San Juan,Municipality,Philippines
Siquijor,Negros Island Region (NIR),Visayas,Siquijor,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Adams,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Bacarra,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Badoc,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Bangui,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Banna,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Burgos,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Carasi,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,City of Batac,Component_city,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,City of Laoag,Component_city,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Currimao,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Dingras,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Dumalneg,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Marcos,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Nueva Era,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Pagudpud,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Paoay,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Pasuquin,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Piddig,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Pinili,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,San Nicolas,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Sarrat,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Solsona,Municipality,Philippines
Ilocos Norte,Region I (Ilocos Region),Luzon,Vintar,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Alilem,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Banayoyo,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Bantay,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Burgos,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Cabugao,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Caoayan,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Cervantes,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,City of Candon,Component_city,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,City of Vigan,Component_city,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Galimuyod,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Gregorio del Pilar,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Lidlidda,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Magsingal,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Nagbukel,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Narvacan,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Quirino,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Salcedo,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,San Emilio,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,San Esteban,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,San Ildefonso,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,San Juan,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,San Vicente,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santa,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santa Catalina,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santa Cruz,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santa Lucia,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santa Maria,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santiago,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Santo Domingo,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Sigay,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Sinait,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Sugpon,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Suyo,Municipality,Philippines
Ilocos Sur,Region I (Ilocos Region),Luzon,Tagudin,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Agoo,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Aringay,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Bacnotan,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Bagulin,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Balaoan,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Bangar,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Bauang,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Burgos,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Caba,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,City of San Fernando,Component_city,Philippines
La Union,Region I (Ilocos Region),Luzon,Luna,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Naguilian,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Pugo,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Rosario,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,San Gabriel,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,San Juan,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Santo Tomas,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Santol,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Sudipen,Municipality,Philippines
La Union,Region I (Ilocos Region),Luzon,Tubao,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Agno,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Aguilar,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Alcala,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Anda,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Asingan,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Balungao,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Bani,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Basista,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Bautista,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Bayambang,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Binalonan,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Binmaley,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Bolinao,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Bugallon,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Burgos,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Calasiao,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,City of Alaminos,Component_city,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,City of Dagupan,Independent_component_city,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,City of San Carlos,Component_city,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,City of Urdaneta,Component_city,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Dasol,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Infanta,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Labrador,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Laoac,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Lingayen,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Mabini,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Malasiqui,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Manaoag,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Mangaldan,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Mangatarem,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Mapandan,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Natividad,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Pozorrubio,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Rosales,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,San Fabian,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,San Jacinto,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,San Manuel,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,San Nicolas,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,San Quintin,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Santa Barbara,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Santa Maria,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Santo Tomas,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Sison,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Sual,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Tayug,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Umingan,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Urbiztondo,Municipality,Philippines
Pangasinan,Region I (Ilocos Region),Luzon,Villasis,Municipality,Philippines
Batanes,Region II (Cagayan Valley),Luzon,Basco,Municipality,Philippines
Batanes,Region II (Cagayan Valley),Luzon,Itbayat,Municipality,Philippines
Batanes,Region II (Cagayan Valley),Luzon,Ivana,Municipality,Philippines
Batanes,Region II (Cagayan Valley),Luzon,Mahatao,Municipality,Philippines
Batanes,Region II (Cagayan Valley),Luzon,Sabtang,Municipality,Philippines
Batanes,Region II (Cagayan Valley),Luzon,Uyugan,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Abulug,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Alcala,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Allacapan,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Amulung,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Aparri,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Baggao,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Ballesteros,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Buguey,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Calayan,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Camalaniugan,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Claveria,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Enrile,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Gattaran,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Gonzaga,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Iguig,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Lal-Lo,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Lasam,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Pamplona,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Peñablanca,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Piat,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Rizal,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Sanchez Mira,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Santa Ana,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Santa Praxedes,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Santa Teresita,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Santo Niño,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Solana,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Tuao,Municipality,Philippines
Cagayan,Region II (Cagayan Valley),Luzon,Tuguegarao City,Component_city,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Alicia,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Angadanan,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Aurora,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Benito Soliven,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Burgos,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Cabagan,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Cabatuan,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,City of Cauayan,Component_city,Philippines
Isabela,Region II (Cagayan Valley),Luzon,City of Ilagan,Component_city,Philippines
Isabela,Region II (Cagayan Valley),Luzon,City of Santiago,Independent_component_city,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Cordon,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Delfin Albano,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Dinapigue,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Divilacan,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Echague,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Gamu,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Jones,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Luna,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Maconacon,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Mallig,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Naguilian,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Palanan,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Quezon,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Quirino,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Ramon,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Reina Mercedes,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Roxas,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Agustin,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Guillermo,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Isidro,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Manuel,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Mariano,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Mateo,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,San Pablo,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Santa Maria,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Santo Tomas,Municipality,Philippines
Isabela,Region II (Cagayan Valley),Luzon,Tumauini,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Alfonso Castaneda,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Ambaguio,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Aritao,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Bagabag,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Bambang,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Bayombong,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Diadi,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Dupax del Norte,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Dupax del Sur,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Kasibu,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Kayapa,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Quezon,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Santa Fe,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Solano,Municipality,Philippines
Nueva Vizcaya,Region II (Cagayan Valley),Luzon,Villaverde,Municipality,Philippines
Quirino,Region II (Cagayan Valley),Luzon,Aglipay,Municipality,Philippines
Quirino,Region II (Cagayan Valley),Luzon,Cabarroguis,Municipality,Philippines
Quirino,Region II (Cagayan Valley),Luzon,Diffun,Municipality,Philippines
Quirino,Region II (Cagayan Valley),Luzon,Maddela,Municipality,Philippines
Quirino,Region II (Cagayan Valley),Luzon,Nagtipunan,Municipality,Philippines
Quirino,Region II (Cagayan Valley),Luzon,Saguday,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Baler,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Casiguran,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Dilasag,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Dinalungan,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Dingalan,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Dipaculao,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,Maria Aurora,Municipality,Philippines
Aurora,Region III (Central Luzon),Luzon,San Luis,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Abucay,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Bagac,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,City of Balanga,Component_city,Philippines
Bataan,Region III (Central Luzon),Luzon,Dinalupihan,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Hermosa,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Limay,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Mariveles,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Morong,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Orani,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Orion,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Pilar,Municipality,Philippines
Bataan,Region III (Central Luzon),Luzon,Samal,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Angat,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Balagtas,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Bocaue,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Bulacan,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Bustos,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Calumpit,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,City of Baliwag,Component_city,Philippines
Bulacan,Region III (Central Luzon),Luzon,City of Malolos,Component_city,Philippines
Bulacan,Region III (Central Luzon),Luzon,City of Meycauayan,Component_city,Philippines
Bulacan,Region III (Central Luzon),Luzon,City of San Jose Del Monte,Component_city,Philippines
Bulacan,Region III (Central Luzon),Luzon,Doña Remedios Trinidad,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Guiguinto,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Hagonoy,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Marilao,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Norzagaray,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Obando,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Pandi,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Paombong,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Plaridel,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Pulilan,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,San Ildefonso,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,San Miguel,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,San Rafael,Municipality,Philippines
Bulacan,Region III (Central Luzon),Luzon,Santa Maria,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Aliaga,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Bongabon,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Cabiao,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Carranglan,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,City of Cabanatuan,Component_city,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,City of Gapan,Component_city,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,City of Palayan,Component_city,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Cuyapo,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Gabaldon,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,General Mamerto Natividad,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,General Tinio,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Guimba,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Jaen,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Laur,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Licab,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Llanera,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Lupao,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Nampicuan,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Pantabangan,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Peñaranda,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Quezon,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Rizal,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,San Antonio,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,San Isidro,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,San Jose City,Component_city,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,San Leonardo,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Santa Rosa,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Santo Domingo,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Science City of Muñoz,Component_city,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Talavera,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Talugtug,Municipality,Philippines
Nueva Ecija,Region III (Central Luzon),Luzon,Zaragoza,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Apalit,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Arayat,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Bacolor,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Candaba,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,City of San Fernando,Component_city,Philippines
Pampanga,Region III (Central Luzon),Luzon,Floridablanca,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Guagua,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Lubao,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Mabalacat City,Component_city,Philippines
Pampanga,Region III (Central Luzon),Luzon,Macabebe,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Magalang,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Masantol,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Mexico,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Minalin,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,Porac,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,San Luis,Municipality,Philippines
Pampanga,Region III (Central Luzon),Luzon,San Simon,Municipality,Philippines
